Nanoseconds,mV_V
5194246063,-0.00213552
5202183930,-0.00204705
5210178880,-0.00218861
5218197527,-0.00161957
5226185915,-0.00221003
5234230239,-0.00154506
5242181179,-0.00209361
5250189462,-0.00160839
5258186808,-0.00275113
5266185820,-0.00168197
5274225613,-0.00229478
5282186189,-0.00139605
5290187389,-0.00272784
5298185932,-0.0018198
5306208278,-0.00274181
5314342809,-0.00146776
5322200052,-0.00273529
5330194846,-0.00120979
5338192296,-0.00281632
5346191673,-0.00137184
5354224487,-0.00282004
5362192145,-0.0013113
5370192981,-0.00285078
5378197722,-0.0012815
5386196057,-0.0026878
5394228819,-0.00130199
5402195384,-0.00272132
5418198409,-0.00138208
5426200702,-0.00271108
5434289245,-0.00140164
5442297059,-0.00267569
5450236385,-0.00139792
5458214720,-0.00290666
5466221753,-0.00147428
5474264463,-0.00276975
5482214205,-0.00147521
5490207749,-0.00265334
5498210824,-0.0013886
5506209940,-0.00247732
5514310826,-0.00160001
5522219788,-0.00259373
5530222602,-0.00141468
5538219427,-0.00258815
5546212033,-0.00168197
5554266357,-0.00238046
5562220579,-0.00166334
5570221570,-0.00251271
5578222353,-0.00169035
5586218032,-0.00251457
5594246263,-0.0018999
5602223140,-0.00229571
5610224757,-0.00179745
5618225488,-0.00218395
5626223250,-0.00203587
5634226221,-0.00247639
5642222889,-0.0017304
5650224141,-0.00211876
5658227112,-0.00170153
5666237687,-0.00228174
5674240136,-0.0019474
5682245972,-0.00248104
5690277848,-0.0019446
5698246861,-0.00225939
5706240925,-0.00175554
5714245667,-0.00223517
5730240983,-0.00175275
5738240360,-0.00232831
5746238539,-0.0021169
5754238177,-0.00219233
5762240314,-0.0019595
5770246722,-0.00220351
5778243755,-0.0019446
5786242872,-0.00219326
5794244801,-0.00183843
5802257511,-0.00181515
5810251888,-0.00197161
5818248348,-0.00201911
5826249756,-0.00241119
5834247675,-0.00165682
5842248770,-0.00191573
5850250283,-0.00164192
5858250233,-0.00245124
5866251276,-0.00158139
5874260132,-0.00278372
5882250603,-0.00176672
5890254771,-0.00232924
5898337741,-0.00138395
5906295764,-0.00272505
5914275662,-0.00168476
5922269310,-0.00279583
5930266187,-0.00139419
5938270252,-0.00268128
5946264681,-0.00134297
5954264683,-0.00265893
5962259685,-0.00149291
5970270988,-0.00298303
5978267397,-0.0012666
5986267190,-0.0027623
5994271671,-0.00150222
6002267142,-0.0027623
6010269175,-0.00131316
6018272562,-0.00291225
6034272827,-0.0015758
6042270849,-0.00276882
6051329744,-0.00130106
6058421841,-0.00289083
6066755380,-0.00125635
6074417001,-0.00280235
6082447836,-0.00142958
6090398620,-0.00286568
6098312894,-0.00150781
6106300239,-0.00288431
6114290554,-0.00156462
6122297066,-0.00272505
6130292902,-0.00171643
6138291341,-0.00273529
6146297697,-0.00169314
6154299886,-0.00259746
6162298118,-0.00146125
6170295724,-0.00209175
6178320361,-0.00165217
6186305988,-0.00258069
6194356718,-0.0018999
6202308283,-0.00239257
6210303598,-0.00173319
6218316516,-0.00233948
6226311987,-0.00187475
6234303239,-0.00246614
6242300168,-0.00197906
6250307618,-0.00239536
6258306213,-0.00198465
6266325903,-0.00210758
6274310853,-0.00174437
6282304917,-0.00235438
6290315023,-0.00172574
6298311327,-0.00254065
6306330131,-0.00183284
6314316539,-0.00221841
6322315552,-0.00175461
6338391492,-0.00223704
6346343890,-0.00205543
6354369673,-0.00241678
6362322957,-0.00189617
6370329105,-0.00244658
6378329992,-0.00183284
6386324213,-0.00194553
6394322444,-0.00193249
6402318331,-0.00233017
6410320156,-0.00200234
6418324116,-0.0018077
6426325004,-0.0018999
6434325370,-0.00230689
6442321935,-0.00249501
6450324749,-0.00202563
6458329334,-0.00188593
6466329492,-0.00158977
6474342775,-0.00241306
6482330069,-0.00180397
6490329342,-0.00217464
6498329240,-0.00166986
6506330387,-0.00240374
6514331639,-0.00119023
6522334974,-0.0026254
6530412736,-0.00181608
6538364665,-0.00270735
6546346699,-0.00133459
6554361805,-0.00260212
6562344828,-0.00134483
6570357017,-0.00270735
6578350404,-0.00155903
6586347385,-0.00301655
6594343637,-0.00132713
6602343431,-0.00289083
6610346141,-0.00122469
6618346404,-0.0027325
6626347135,-0.00139326
6642433439,-0.00301655
6650380161,-0.00145379
6658366048,-0.00306126
6666370581,-0.00150874
6674372510,-0.00267942
6682383137,-0.00143331
6690361108,-0.00299886
6698403349,-0.00167359
6706367154,-0.00278093
6714369760,-0.00166707
6722369605,-0.0029048
6730367264,-0.00157021
6738362682,-0.00271294
6746373726,-0.00156835
6754360759,-0.0027651
6762413677,-0.00166614
6770379877,-0.00266265
6778371338,-0.0016382
6786370975,-0.00271108
6794368060,-0.00180677
6802388687,-0.00263657
6810376137,-0.00183657
6818371399,-0.00284985
6826374839,-0.00176299
6834375466,-0.00238046
6842371770,-0.00201352
6850390053,-0.00236649
6858379430,-0.00186078
6866375161,-0.0023609
6874379538,-0.0018077
6882375842,-0.00226498
6890378135,-0.0019623
6898378450,-0.00253506
6906382410,-0.00199489
6914380901,-0.00236277
6922381007,-0.00189617
6930387416,-0.00195205
6946382055,-0.00187475
6954388359,-0.00207871
6962379246,-0.00176579
6970392477,-0.00243355
6978391802,-0.00196975
6986397481,-0.00240281
6994399410,-0.00160094
7002390662,-0.00205077
7010393945,-0.00174437
7018392228,-0.00212248
7026395355,-0.00207312
7034395357,-0.00210106
7042394317,-0.00205263
7050396194,-0.00217371
7058411665,-0.00232924
7066476145,-0.00175461
7074458126,-0.00195112
7082415629,-0.0018524
7090410162,-0.00243261
7098406935,-0.00196975
7106405166,-0.00217743
7114408241,-0.00168942
7122408972,-0.00247173
7130409286,-0.00142958
7138413351,-0.00249874
7146410175,-0.00190642
7154418927,-0.00287313
7162410596,-0.00151619
7170413723,-0.00254065
7178416173,-0.00144262
7186416227,-0.00274274
7194423937,-0.00157394
7210429097,-0.00282191
7218439359,-0.00150409
7226435819,-0.002563
7234426342,-0.00122469
7242422073,-0.00284892
7250430148,-0.00162981
7258426921,-0.00310875
7266423746,-0.00156369
7274425310,-0.00300538
7282422864,-0.00158139
7290427137,-0.0026729
7298427295,-0.00131596
7306442036,-0.00292156
7314436674,-0.00145379
7322432040,-0.00297651
7330434542,-0.00150781
7338432200,-0.00276975
7346433088,-0.00163447
7354433819,-0.00297464
7362437415,-0.00153389
7370436948,-0.0029495
7378454710,-0.00160001
7386440077,-0.00283774
7394439922,-0.00172574
7402438570,-0.00262912
7410437947,-0.00171177
7418441855,-0.00279583
7426445399,-0.00164472
7434461598,-0.0026729
7442449361,-0.0019623
7450449831,-0.00240188
7458578998,-0.00178255
7466483429,-0.00270177
7474480410,-0.00193715
7482584994,-0.00248477
7490571923,-0.00196602
7498875723,-0.00210851
7514470055,-0.00192877
7522466671,-0.00226591
7530455788,-0.00195485
7538458186,-0.0023609
7546452459,-0.00170805
7554471523,-0.00194553
7562457410,-0.00200607
7570455016,-0.00227802
7578456893,-0.00204425
7586455281,-0.00212248
7594456064,-0.00195671
7602453045,-0.00204146
7610475599,-0.00152271
7618456851,-0.00234134
7626457999,-0.0019623
7634470032,-0.00237767
7642463263,-0.00184868
7650461911,-0.00214763
7658474673,-0.00157394
7666467539,-0.00252109
7674469520,-0.00158232
7682465512,-0.0018999
7690472545,-0.00197161
7698472391,-0.00233017
7706521975,-0.00202842
7714491248,-0.00203773
7722483646,-0.00209175
7730478700,-0.00191946
7738475473,-0.00186637
7746473965,-0.00191852
7754474956,-0.00223983
7762476521,-0.0014035
7770478137,-0.00186451
7778480274,-0.00139419
7786477933,-0.00217743
7794479393,-0.00120886
7802494082,-0.00250898
7818482159,-0.00141095
7826485286,-0.00234693
7834486746,-0.00120234
7842484925,-0.00237767
7850486281,-0.00130013
7858486387,-0.00260305
7866486181,-0.0012638
7874488735,-0.00270363
7882487383,-9.6392E-4
7890489520,-0.00223611
7898489470,-9.4343E-4
7906493170,-0.0025183
7914491557,-9.1363E-4
7922496298,-0.0027623
7930496821,-0.00116136
7938498438,-0.0027623
7946495940,-0.00101794
7954498598,-0.00234321
7962491256,-0.00118185
7970506674,-0.00265706
7978503499,-0.00119489
7986501782,-0.00249501
7994506003,-0.0011716
8002500068,-0.00268314
8010503871,-0.00116415
8018504030,-0.00263192
8026505542,-0.00145379
8034507315,-0.00283215
8042504921,-0.00142306
8050507579,-0.0026552
8058519612,-0.00149105
8066653206,-0.00255555
8074581646,-0.00141468
8082533055,-0.00232179
8090525349,-0.00154413
8106517749,-0.00241864
8114519313,-0.00144541
8122522179,-0.00229478
8130525202,-0.00173133
8138523850,-0.00245031
8146522550,-0.00165869
8154536093,-0.00220444
8162526876,-0.00179932
8170525837,-0.00223145
8178531464,-0.00191573
8186529799,-0.00225846
8194536884,-0.0018673
8202560271,-0.00235718
8210545013,-0.00174437
8218550535,-0.00220072
8226546579,-0.00188965
8234538664,-0.00225194
8242532625,-0.00174902
8250543408,-0.0022389
8258542056,-0.00163261
8266543932,-0.00217371
8274539559,-0.00173412
8282536488,-0.00241678
8290539042,-0.00173785
8298545138,-0.00210665
8306558525,-0.00160933
8314548371,-0.0021467
8322542436,-0.00208151
8330546135,-0.00218861
8338545981,-0.00194833
8346546452,-0.00185985
8354544579,-0.00176206
8362545258,-0.00167359
8370547082,-0.00229664
8378551095,-0.00213366
8386549586,-0.0019148
8394551776,-0.00151992
8402550215,-0.00221841
8410550894,-0.00136159
8426556367,-0.00230223
8434559650,-0.00180304
8442553923,-0.00237208
8450559289,-0.00124518
8458560697,-0.00225101
8466564553,-0.00142399
8474569399,-0.00267383
8482560911,-0.00122469
8490561955,-0.00273902
8498561123,-0.0012666
8506564771,-0.00256579
8514566544,-0.00124238
8522563681,-0.00281259
8530568839,-0.00137649
8538568633,-0.00286102
8546569729,-0.00136066
8554583220,-0.0027027
8562570045,-0.00130199
8570572026,-0.00262167
8578573955,-0.0011418
8586574738,-0.00269432
8594574792,-0.00137091
8602588648,-0.00262726
8610577036,-0.00130106
8618576673,-0.00275765
8626578081,-0.00136439
8634579073,-0.00255927
8642589283,-0.00149384
8650598868,-0.00264309
8658601734,-0.00136439
8666600590,-0.00240002
8674600124,-0.00157859
8682591636,-0.00218395
8690590700,-0.00139978
8698589244,-0.00252482
8706624923,-0.00154227
8714607112,-0.00210479
8722601073,-0.00172295
8738594826,-0.00232551
8746594099,-0.00183098
8754595039,-0.00218023
8762597488,-0.00176765
8770602490,-0.00206754
8778599107,-0.00173133
8786599525,-0.00221841
8794600777,-0.00169221
8802597238,-0.00237301
8810612239,-0.00189897
8818605523,-0.00198092
8826605681,-0.00174064
8834608443,-0.00204332
8842604903,-0.0018971
8850606624,-0.00226498
8858607511,-0.00204053
8866606055,-0.00223704
8874608713,-0.00164006
8882608403,-0.0020368
8890612102,-0.00179652
8898609083,-0.00191852
8906612679,-0.00203773
8914615858,-0.00201538
8922613308,-0.00185147
8930618049,-0.00230782
8938616489,-0.00191573
8946617689,-0.00219513
8954619305,-0.0020219
8962611078,-0.00213552
8970623580,-0.00175647
8978622488,-0.00208989
8986625459,-0.00225846
8994624471,-0.0018375
9002622233,-0.00182632
9010624266,-0.00165496
9018625310,-0.00215601
9034628074,-0.00196416
9042626253,-0.00237022
9050629849,-0.00168942
9058641153,-0.00242237
9072829149,-0.00144262
9074676104,-0.00229664
9082648763,-0.00155345
9090639390,-0.00279211
9098639287,-0.00135321
9106638404,-0.00283867
9114636583,-0.00122841
9122637158,-0.00274926
9130644399,-9.7603E-4
9138643984,-0.00284333
9146649507,-0.00133924
9154648936,-0.00288337
9162645344,-0.00117067
9170645659,-0.00261609
9178647275,-0.00133738
9186648111,-0.00271387
9194648529,-0.00143796
9202648635,-0.00297092
9210678220,-0.00140723
9218677597,-0.00271015
9226668589,-0.00150409
9234658955,-0.00261422
9242653853,-0.00145566
9250664272,-0.00259187
9258657659,-0.00161305
9266656828,-0.00270363
9274658861,-0.00150036
9282657769,-0.0026729
9290661885,-0.00159629
9298659335,-0.00265893
9306674077,-0.00151433
9314664495,-0.00248291
9322660070,-0.00169314
9338666116,-0.00260863
9346667628,-0.00180118
9354665338,-0.00256952
9362664871,-0.0017006
9370694560,-0.00238791
9378669615,-0.00161305
9386670554,-0.00231713
9394670869,-0.00181422
9402670558,-0.00249967
9410672331,-0.00165962
9418673635,-0.00224821
9426674678,-0.00192504
9434675305,-0.00225753
9442674995,-0.0017602
9450680986,-0.00240188
9458679269,-0.00154879
9466684167,-0.00225101
9474685419,-0.00200327
9482883647,-0.00211131
9490704850,-0.00167731
9498691622,-0.00198279
9506687093,-0.00174623
9514686887,-0.00219978
9522690014,-0.001885
9530694443,-0.00227336
9538692778,-0.00167172
9546690280,-0.00203773
9554702938,-0.00166334
9562695388,-0.00217278
9570692786,-0.00164378
9578693308,-0.00206009
9586697477,-0.00150036
9594712427,-0.00203308
9602697689,-0.00179559
9610696962,-0.00226125
9626699049,-0.00179932
9634699468,-0.00217464
9642698688,-0.00199955
9650700253,-0.00191107
9658711504,-0.001668
9666706038,-0.00214018
9674707446,-0.00197068
9682707916,-0.00181142
9690708648,-0.00195578
9698707347,-0.00220072
9706707870,-0.0020517
9714747142,-0.00176765
9722723915,-0.00196323
9730722407,-0.00139605
9738726211,-0.0020843
9746721734,-0.00177324
9754716475,-0.00225753
9762716373,-0.00144541
9770718823,-0.00197068
9778721846,-0.00107568
9786722629,-0.00238698
9794718724,-0.00129268
9802717372,-0.00252854
9810732739,-0.00115391
9818727688,-0.00255182
9826726649,-0.00115763
9834726963,-0.00258163
9842725038,-0.00120513
9850727488,-0.00284705
9858726500,-0.00129081
9866725669,-0.0026403
9874725983,-0.00116695
9890729112,-0.00263285
9898733437,-0.00128336
9906732137,-0.00255369
9914735628,-0.00128523
9922732922,-0.00250526
9930735059,-0.00125356
9938738186,-0.0026403
9946738292,-0.00134297
9954739596,-0.0026729
9962733140,-0.00155624
9970824599,-0.00241864
9978783820,-0.00141561
9986767260,-0.00242516
9994757105,-0.00169035
10002746326,-0.00249501
10010750963,-0.00140443
10018749038,-0.00247173
10026750342,-0.00154134
10034752271,-0.00210013
10042748523,-0.00162236
10050750817,-0.00216346
10058767121,-0.00161119
10066788372,-0.00202935
10074763375,-0.00156462
10082765147,-0.00221003
10090759056,-0.00141282
10098759057,-0.00182632
10106758643,-0.0016205
10114757447,-0.00207406
10122758126,-0.00152923
10130759794,-0.00173319
10138764692,-0.00142399
10146764069,-0.00178255
10154771310,-0.00155345
10162765427,-0.00228174
10170766366,-0.00167917
10178805170,-0.00206288
10186783557,-0.00140443
10202769811,-0.00204798
10210856844,-0.00139978
10218801273,-0.00196788
10226784452,-0.00138022
10234779767,-0.00219326
10242773936,-0.00137463
10250780083,-0.00196975
10258779512,-0.0016978
10266776598,-0.00210479
10274782433,-0.00147894
10282782643,-0.00195205
10290784832,-0.00172388
10298780303,-0.00202935
10306798534,-0.00174437
10314786192,-0.00186265
10322784736,-0.00200234
10330786040,-0.00150409
10338785781,-0.00179373
10346786565,-0.00148639
10354786514,-0.00206009
10362785058,-0.00162702
10370790268,-0.00256952
10378790374,-0.00129361
10386791418,-0.00197906
10394793034,-0.00138301
10402790120,-0.00276603
10410791267,-0.00133179
10418792207,-0.00232924
10426794500,-0.00130199
10434798148,-0.00251364
10442798410,-0.00101328
10450800652,-0.00255555
10458799456,-0.00130944
10466799666,-0.00267569
10474804928,-0.00131316
10482804253,-0.00264216
10498803840,-0.00101607
10506804676,-0.00254624
10514804678,-0.00119023
10522806138,-0.00264309
10530809004,-0.00130385
10538814162,-0.00269432
10546810102,-0.00128616
10554826354,-0.00258069
10562817658,-0.00119396
10570816983,-0.00281446
10578813703,-0.00126101
10586814434,-0.00263937
10594818238,-0.00155158
10602815532,-0.00262354
10610817409,-0.00142306
10618817932,-0.00250246
10626816892,-0.0014836
10634820071,-0.00223238
10642818250,-0.00151061
10650820752,-0.00241678
10658832264,-0.00150502
10666840130,-0.00240188
10674832007,-0.00175461
10682830447,-0.00255369
10690830761,-0.00170153
10698829826,-0.00212807
10706830817,-0.00187661
10714836288,-0.00213273
10722865560,-0.00194926
10730847333,-0.00225101
10738841866,-0.00173505
10746840775,-0.00213273
10754836558,-0.00175647
10762834372,-0.00210386
10770839478,-0.00207499
10778838230,-0.0021765
10786839065,-0.00184216
10802838705,-0.00221748
10810858498,-0.00168197
10818851208,-0.00202097
10826846992,-0.00181794
10834845483,-0.00219233
10842843350,-0.00214018
10850846320,-0.00241492
10858846114,-0.00180025
10866847626,-0.0022212
10874847264,-0.00163261
10882847474,-0.00231899
10890851434,-0.00196323
