Nanoseconds,mV_V
104584153931,-0.00238698
104592124766,-0.00265427
104600127529,-0.00230968
104608127166,-0.00277534
104616134303,-0.0019744
104624217533,-0.00272878
104632134672,-0.00226498
104640133007,-0.00321213
104648132696,-0.00198092
104664169835,-0.00272505
104672137754,-0.00178162
104680138902,-0.00299048
104688139425,-0.00206009
104696137604,-0.00316184
104704167657,-0.0018971
104712139118,-0.00304356
104720144276,-0.00177696
104728144747,-0.00338163
104736143707,-0.0020396
104744169281,-0.00350829
104752144179,-0.00199676
104760147411,-0.00350829
104768148715,-0.00171456
104776148508,-0.00326894
104784182572,-0.0021141
104792149866,-0.00347942
104800151378,-0.00204146
104808152162,-0.00337232
104816153153,-0.00189152
104824230810,-0.00329502
104832162011,-0.00204146
104840155450,-0.00344403
104848156598,-0.00203215
104856157277,-0.00328384
104864184102,-0.00207499
104872166187,-0.00317581
104880162752,-0.00212528
104888162910,-0.00316184
104896163120,-0.00227802
104904190049,-0.00307895
104912163384,-0.00215042
104920166303,-0.00329129
104928167919,-0.00225753
104936168025,-0.00308361
104944246203,-0.00226684
104960169646,-0.00307616
104968174335,-0.00231899
104976173295,-0.00296719
104984200016,-0.0027027
104992173508,-0.00263937
105000196686,-0.00252854
105008186220,-0.00290107
105016180128,-0.00256673
105024265389,-0.00285078
105032182840,-0.00255369
105040181592,-0.00290107
105048182271,-0.00240374
105056182221,-0.00296161
105064218681,-0.00254437
105072183110,-0.00288058
105080185404,-0.00226963
105088186239,-0.00272878
105096186345,-0.00239164
105104212909,-0.00287965
105112186713,-0.0025034
105120195778,-0.002997
105128194686,-0.00243727
105136236093,-0.00278372
105144220731,-0.00250898
105152200421,-0.00262726
105160200423,-0.00240561
105168203862,-0.00258069
105176244645,-0.00244379
105184212251,-0.00253599
105192204441,-0.00264682
105200202880,-0.00258815
105208204028,-0.00269152
105216212207,-0.00242237
105224215542,-0.00281073
105232207315,-0.00241492
105240206327,-0.00275765
105248210287,-0.00234134
105256209248,-0.00310782
105264209510,-0.00195485
105280210347,-0.00290293
105288212380,-0.00186451
105296211184,-0.00325311
105304212124,-0.0019446
105312210563,-0.00314694
105320213169,-0.00191201
105328215254,-0.00322424
105336216506,-0.00164192
105344216665,-0.00327453
105352216614,-0.00205543
105360218335,-0.00347756
105368225420,-0.00194553
105376225578,-0.0035204
105384227455,-0.00201445
105392222041,-0.00334904
105400224699,-0.00190269
105408225482,-0.00338536
105416224442,-0.00211038
105424227048,-0.00336021
105432226269,-0.00198185
105440229604,-0.00341702
105448229762,-0.00205543
105456231379,-0.00325311
105464236849,-0.0020694
105472234039,-0.00310224
105480260082,-0.00197534
105488241699,-0.00333693
105496238628,-0.00231434
105504268577,-0.00321958
105512246548,-0.00221469
105520242592,-0.00330061
105528242958,-0.002441
105536240460,-0.00284519
105544245566,-0.0020517
105552242131,-0.00293087
105560243799,-0.00235345
105568245468,-0.00260677
105584246149,-0.00244472
105592245786,-0.0028722
105600246205,-0.00248011
105608247978,-0.00265334
105616258292,-0.00234041
105624254908,-0.0030417
105632253244,-0.00247918
105640252985,-0.00270642
105648259914,-0.00240281
105656254760,-0.00271387
105664263460,-0.00241119
105672256535,-0.00295136
105680258359,-0.00229292
105688258674,-0.00294577
105696258884,-0.00253599
105704260865,-0.00267569
105712259148,-0.00230409
105720267796,-0.00300165
105728266079,-0.00228733
105736265456,-0.00306498
105744267333,-0.00221748
105752264835,-0.00266917
105760265618,-0.00238139
105768268432,-0.00266638
105776266768,-0.00214111
105784273124,-0.00245403
105792269532,-0.00260584
105800270680,-0.0024261
105808273650,-0.00253972
105816272923,-0.00255555
105824275165,-0.00247359
105832273656,-0.00233389
105840276783,-0.00232179
105848277931,-0.00238512
105856277047,-0.00292528
105864278768,-0.00229571
105880285022,-0.00240374
105888286169,-0.00236649
105896284661,-0.00253506
105904284454,-0.00199862
105912284300,-0.00315066
105920285187,-0.00245776
105928286596,-0.00323169
105936288420,-0.00183657
105944290818,-0.00310503
105952288164,-0.00174064
105960290457,-0.00334159
105968294834,-0.00200327
105976294524,-0.00354834
105984297755,-0.00193994
105992294319,-0.00305008
106000296248,-0.00162888
106008321719,-0.00306778
106016307085,-0.00184029
106024303337,-0.00330247
106032300735,-0.00181887
106040300633,-0.00331271
106048301937,-0.00180118
106056303397,-0.00317115
106064304597,-0.0019623
106072303297,-0.00335649
106080305538,-0.00192504
106088306269,-0.00329688
106096306844,-0.0020843
106104307992,-0.00314601
106112307213,-0.00189897
106120315443,-0.00309013
106128314820,-0.00214111
106137022834,-0.00311341
106144346230,-0.00232458
106152320868,-0.00296906
106160324724,-0.00218861
106168321913,-0.00303984
106176319624,-0.00242237
106184324521,-0.00309385
106200320515,-0.00241678
106208322548,-0.0027474
106216328071,-0.00210013
106224334999,-0.00271108
106232327189,-0.00221469
106240326097,-0.00274274
106248329537,-0.00241492
106256331570,-0.00270642
106264329540,-0.0022063
106272327772,-0.00291318
106280332930,-0.00245124
106288329546,-0.0029169
106296331319,-0.00237674
106304332831,-0.00287313
106312331375,-0.00237953
106320333096,-0.00270642
106328335233,-0.00229664
106336337943,-0.00278372
106344337685,-0.00223611
106352335916,-0.00291411
106360338574,-0.00242889
106368405971,-0.00276603
106376358838,-0.00255369
106384352225,-0.0028694
106392341238,-0.00245869
106400346552,-0.00246521
106408347283,-0.0023758
106416346035,-0.00248756
106424347495,-0.00255927
106432348799,-0.00280514
106440349426,-0.00260212
106448349272,-0.00221748
106464356828,-0.00253133
106472355371,-0.00236835
106480356102,-0.00286754
106488356313,-0.00222214
106496356992,-0.0026254
106504357723,-0.00227056
106512388506,-0.00277348
106520369654,-0.00195298
106528363249,-0.00334438
106536365959,-0.00214856
106544366691,-0.00348687
106552362734,-0.0019921
106560364455,-0.00333134
106568365498,-0.00183377
106576365969,-0.00332389
106584369825,-0.00220072
106592371910,-0.00373274
106600371235,-0.00186637
106608370039,-0.00348594
106616369208,-0.00188593
106624381970,-0.00323355
106632375462,-0.00198651
106640375932,-0.00351295
106648375778,-0.00195205
106656374686,-0.00329688
106664385209,-0.00198092
106672378648,-0.00338349
106680381098,-0.00201445
106688380892,-0.00363309
106696379435,-0.00213739
106704381625,-0.00325032
106712380220,-0.00211131
106720389337,-0.00345893
106728386110,-0.00215881
106736387101,-0.00326149
106744388353,-0.00228081
106752386219,-0.00311621
106768388255,-0.00216998
106776390652,-0.00324287
106784392737,-0.00233762
106792391281,-0.00308361
106800392429,-0.00257697
106808398212,-0.00307243
106816407745,-0.00232831
106824411445,-0.00290852
106832397697,-0.00239909
106840399522,-0.00302307
106848398117,-0.00255741
106856401036,-0.00277534
106864402861,-0.00257324
106872404633,-0.00284892
106880407760,-0.00249129
106888403752,-0.00260957
106896404118,-0.00248384
106904405787,-0.00302028
106912405060,-0.00256859
106920407249,-0.00292528
106928407511,-0.00246987
106936409388,-0.00291038
106944411057,-0.00268687
106952408611,-0.00299886
106960410748,-0.00250991
106968415802,-0.00287499
106976414502,-0.00228733
106984418098,-0.00277907
106992415183,-0.00242889
107000417529,-0.00281818
107008418208,-0.00257418
107016441959,-0.00311341
107024430399,-0.00208244
107040422017,-0.00293832
107048422957,-0.00278093
107056423167,-0.00294205
107064424627,-0.00238419
107072424317,-0.00298675
107080429787,-0.00217743
107088428383,-0.00271108
107096429010,-0.00257324
107104430574,-0.0027772
107112428024,-0.00249501
107120436672,-0.00275765
107128438132,-0.00255834
107136436207,-0.00276789
107144436834,-0.00263564
107152435221,-0.00286568
107161861403,-0.00266079
107168459027,-0.00235066
107176446425,-0.00296906
107184450958,-0.00257976
107192443824,-0.00292435
107200442368,-0.00230782
107208442318,-0.0029644
107216446330,-0.00260212
107224453624,-0.00303145
107232446230,-0.00237301
107240445607,-0.00343006
107248452900,-0.0021914
107256449569,-0.00292156
107264450404,-0.00192691
107272448583,-0.00341516
107280451866,-0.00196602
107288450150,-0.00327267
107296452287,-0.0020396
107304453643,-0.00361539
107312452343,-0.00194088
107320454011,-0.00353158
107328454951,-0.00187848
107344456413,-0.00343099
107352457925,-0.00184029
107360459542,-0.00349618
107368466731,-0.0020368
107376465014,-0.00345241
107384467152,-0.00177883
107392463299,-0.00341609
107400464030,-0.00224262
107408464293,-0.00325218
107416465284,-0.00212248
107424467109,-0.00338349
107432466903,-0.00218395
107440469769,-0.00303891
107448469771,-0.00238512
107456470971,-0.0030119
107464474306,-0.00216905
107472472485,-0.00306871
107480474518,-0.00248477
107488476083,-0.00287872
107496475668,-0.00239071
107504484524,-0.00274181
107512475307,-0.00273809
107520500257,-0.00306498
107528490415,-0.00264309
107536486511,-0.00289362
107544492294,-0.00253133
107552485681,-0.00277348
107560483548,-0.00244658
107568486310,-0.00284985
107576486208,-0.00251364
107584488762,-0.00280328
107592485743,-0.00243634
107600488505,-0.00278838
107608489340,-0.00229478
107616489603,-0.0027325
107624496167,-0.00229944
107632494607,-0.00279956
107640502213,-0.00217836
107656495967,-0.00276882
107664504770,-0.00228174
107672499877,-0.00282936
107680498524,-0.00226218
107688501912,-0.00270642
107696501236,-0.00240188
107704500770,-0.00288244
107712500355,-0.00252109
107720507753,-0.00309385
107728505411,-0.00272412
107736507704,-0.00252947
107744507185,-0.00238139
107752504896,-0.00237301
107760507346,-0.00298209
107768509483,-0.00285357
107776508964,-0.00281818
107784511205,-0.00238419
107792510530,-0.00282936
107800513657,-0.0023609
107808512878,-0.00284333
107816514494,-0.00221375
107824515850,-0.00306871
107832516894,-0.00210758
107840518354,-0.00274554
107848518929,-0.00210479
107856519504,-0.00322238
107864519818,-0.00201724
107872525081,-0.00345986
107880523676,-0.00192225
107888524928,-0.00317208
107896524722,-0.00173878
107904524776,-0.0032559
107912525871,-0.00203028
107920526186,-0.00354555
107928527594,-0.00213273
107936529106,-0.00344962
107952528381,-0.0017276
107960531560,-0.00326149
107968533541,-0.00181887
107976534949,-0.00348594
107984535993,-0.00186078
107992535318,-0.00333041
108000536882,-0.0019297
108008537301,-0.00349339
108016537875,-0.00215415
108024559700,-0.0031041
108032548921,-0.00198279
108040546735,-0.00315718
108048545018,-0.00218023
108056544604,-0.00310875
108064544554,-0.00211876
108072544868,-0.00325311
108080546276,-0.00224076
108088547893,-0.00306871
108096548572,-0.00218116
108104548678,-0.00306126
108112548159,-0.00224635
108120555973,-0.00299141
108128556965,-0.00260118
108137545027,-0.00288058
108144575249,-0.00235159
108152561814,-0.00255741
108160562128,-0.0024559
108168563068,-0.00254437
108176564528,-0.00224356
108184564582,-0.00274181
108192562813,-0.00256859
108200564430,-0.00287872
108208563494,-0.0022687
108216569381,-0.00279956
108224567508,-0.00243727
108232566417,-0.00289083
108240568085,-0.0025332
108248571629,-0.0027772
108264567622,-0.0020694
108272569134,-0.00262726
108280570751,-0.00222865
108288571847,-0.00272319
108296572942,-0.00244286
108304574611,-0.00289176
108312573363,-0.00247266
108320575083,-0.00272878
108328577117,-0.00249036
108336578629,-0.00255555
108344577797,-0.00228174
108352577383,-0.00259187
108360579312,-0.00250991
108368589730,-0.00249408
108376585045,-0.00235159
108384585255,-0.00239816
108392582757,-0.00269525
108400584113,-0.00232179
108408585209,-0.00289548
108416585940,-0.00237674
108424587139,-0.00291318
108432587193,-0.00230037
108440593185,-0.00303052
108448590270,-0.00215881
108456591314,-0.00267942
108464594909,-0.00192691
108472592047,-0.00317674
108480600590,-0.00211131
108488597728,-0.00292528
108496597105,-0.00193436
108504598252,-0.00310969
108512597786,-0.00181142
108520599558,-0.00315625
108528623154,-0.00206288
108536611385,-0.00353903
108544607949,-0.00198558
108552604566,-0.00346079
108568606080,-0.00160187
108576606082,-0.00327453
108584608219,-0.0018049
108592607232,-0.00328012
108600608952,-0.00194553
108608609371,-0.00333134
108616610154,-0.0018999
108624618958,-0.00328571
108632616460,-0.00200793
108640616514,-0.00317581
108648615422,-0.0018971
108656614434,-0.00311155
108664624280,-0.00204146
108672619386,-0.00307802
108680620169,-0.00211317
108688620692,-0.00319723
108696624965,-0.00211038
108704625956,-0.00295974
108712621479,-0.00232179
108720626689,-0.00309385
108728627837,-0.00208616
108736626901,-0.00279117
108744627528,-0.00244007
108752626853,-0.00274274
108760628261,-0.00228826
108768629722,-0.00279583
108776630192,-0.002441
108784630767,-0.00286754
108792630509,-0.00253972
108800632906,-0.00294577
108808632231,-0.00241399
108816633952,-0.00276975
108824635152,-0.00235345
108832635049,-0.00270642
108840637760,-0.00228453
108848638387,-0.00288617
108856638909,-0.00242423
108864639328,-0.00263564
108880645634,-0.00236277
108888646677,-0.00269618
108896645533,-0.00238325
108904645119,-0.00279862
108912644391,-0.00227429
108920648612,-0.00292715
108928648301,-0.00218488
108936650335,-0.00266451
108944650597,-0.00260118
108952649557,-0.00248011
108960651382,-0.00245124
108968656644,-0.00260491
108976656125,-0.00242982
108984658106,-0.00255927
108992655817,-0.00255927
109000659100,-0.0029318
109008658893,-0.00252761
109016659520,-0.00214856
109024660095,-0.00265799
109032685670,-0.00242516
109044449374,-0.00278279
109048693226,-0.00242051
109056677707,-0.0030892
109064674375,-0.00188407
109072668700,-0.00264216
109080669900,-0.00203773
109088671308,-0.0031041
109096670842,-0.00210013
109104670791,-0.00359677
109112669804,-0.00198558
109120683243,-0.00313018
109128676630,-0.00175834
109136692518,-0.0033062
109144683040,-0.00196043
109152672522,-0.00351481
109160684034,-0.00204798
109168681380,-0.00330154
109184679717,-0.00191387
109192683417,-0.00334531
109200683835,-0.00198279
109208682431,-0.00356231
109216690818,-0.00198558
109224691862,-0.00332203
109232688634,-0.00187103
109240688428,-0.00330061
109248692961,-0.00205543
109256691296,-0.00331178
109264689580,-0.0021318
109272688644,-0.00335556
109280689479,-0.00209268
109288693492,-0.00318326
109296692191,-0.00232551
109304692714,-0.00313763
109312697976,-0.0021439
109320694958,-0.00295416
109328695741,-0.00215136
109336697305,-0.00301003
109344698401,-0.00242796
109352696788,-0.00289548
109360698092,-0.00248384
109368700698,-0.00273157
109376712367,-0.00232458
109384705910,-0.00264589
109392703933,-0.00246614
109400704560,-0.00277348
109408705135,-0.00251736
109416706126,-0.00289455
109424706545,-0.00229571
109432707172,-0.00257697
109440708632,-0.00239071
109448711290,-0.00240561
109456710771,-0.00229478
109464712492,-0.00299141
109472712911,-0.00260677
109480713642,-0.00268873
109496716510,-0.00239164
109504717918,-0.0029467
109512718337,-0.00230037
109520718912,-0.0026999
109528720893,-0.00237674
109536740842,-0.00287313
109544735011,-0.00206009
109552725430,-0.0027949
109560725484,-0.00258535
109568725486,-0.00272784
109576726529,-0.00243634
109584726427,-0.00258721
109592727731,-0.00249594
109600728514,-0.00253972
109608730183,-0.00268128
109616730184,-0.00274181
109624740134,-0.00239629
109632733417,-0.00242982
109640736128,-0.00217091
109648736442,-0.00262912
109656736600,-0.00275299
109664744467,-0.00229944
109672738167,-0.00250153
109680739627,-0.00245776
109688754160,-0.00289455
109696746922,-0.00208057
109704744372,-0.00283401
109712742707,-0.00238325
109720747293,-0.00298768
109728745836,-0.00190083
109736746619,-0.00314321
109752751467,-0.00234693
109760752354,-0.00340957
109768752408,-0.002007
109776753452,-0.00343379
109784752516,-0.00185147
109792754601,-0.00349805
109800752624,-0.00191759
109808759866,-0.00333413
109816755909,-0.00190362
109824755182,-0.00338722
109832756226,-0.00205543
109840758363,-0.00331271
109848758625,-0.00190269
109856761388,-0.00337511
109864760296,-0.00201073
109872770193,-0.00330992
109880766341,-0.00192877
109888767281,-0.00331923
109896765408,-0.00183377
109904767180,-0.00349991
109912765620,-0.00209548
109920768330,-0.00318047
109928768436,-0.00230409
109936771511,-0.00328943
109944770159,-0.00214297
109952769796,-0.0029318
109960773079,-0.0021616
109968775269,-0.0032112
109976775895,-0.00213925
109984776679,-0.00308175
109992778712,-0.00235159
110000779130,-0.00309013
110008778039,-0.00226684
110016781009,-0.0030091
110024780855,-0.00216346
110040802265,-0.00315718
110048793360,-0.00231527
110056788831,-0.00306498
110064788000,-0.00257604
110072785658,-0.00301655
110080788004,-0.00253227
110088790610,-0.00297837
110096790976,-0.00250619
110104790561,-0.00308361
110114394449,-0.00242051
110120829836,-0.0030566
110128809213,-0.00269152
110136798902,-0.00284519
110144799321,-0.00242982
110152796354,-0.00269804
110160799377,-0.00237674
110168798858,-0.00288803
110176844068,-0.00234321
110184816309,-0.00287313
110192809384,-0.00250526
110200807043,-0.00277348
110208806367,-0.00224635
110216814651,-0.002902
110224810590,-0.00244379
110232807154,-0.0027651
110240808823,-0.00253599
110248813356,-0.00264589
110256811691,-0.00218116
110264812995,-0.00292156
110272809612,-0.00229292
110280815499,-0.00299327
110288815449,-0.00259187
110296815920,-0.00282191
110304815557,-0.00246242
110312815403,-0.00269245
110320817332,-0.00294205
110336831554,-0.00301562
110344823692,-0.00244286
110352820464,-0.00217371
110360821820,-0.00297185
110368823854,-0.00261236
110376831512,-0.00273157
110384827139,-0.00229571
110392826099,-0.00276044
110400825997,-0.00211131
110408828030,-0.00290293
110416828240,-0.00241678
110424827357,-0.0032708
110432827358,-0.00219699
110440830277,-0.00298768
110448833144,-0.00181887
110456832000,-0.00337604
110464839814,-0.00208244
110472834920,-0.00324659
110480841380,-0.0019595
110488838413,-0.0031488
110496838884,-0.00181608
110504839355,-0.00345986
110512838680,-0.00199676
110520840661,-0.00361539
110528841392,-0.00184495
110536841654,-0.00344217
110545223630,-0.00190362
110552862908,-0.00320189
110560850983,-0.00191759
110568852287,-0.00347476
110576848851,-0.0019772
110584848905,-0.00315718
110592849584,-0.00189152
110600848649,-0.00323169
110608849953,-0.00216532
110616850736,-0.00319164
110624864071,-0.00208896
110640856575,-0.00320468
110648857306,-0.00210665
110656857412,-0.00309665
110664863039,-0.00201073
110672860228,-0.0029495
110680861949,-0.00217091
110688861118,-0.00318419
110696861797,-0.00245031
110704862371,-0.00271574
110712862477,-0.00232179
110720868313,-0.00272132
110728867533,-0.00231061
110736866962,-0.00296347
110744869152,-0.00245124
110752867227,-0.00264402
110760869208,-0.00219699
110768871553,-0.00278
110776871607,-0.0021467
110784871609,-0.00279862
110792874163,-0.00215974
110800881509,-0.00284892
110808877136,-0.00221189
110816877242,-0.00267383
110824877556,-0.00200421
110832876464,-0.00273902
110840879279,-0.00253506
110848880322,-0.00289455
110856881001,-0.00233576
110864880482,-0.00237022
110872885588,-0.00234414
110880886059,-0.00268873
110888887624,-0.0023488
110896886532,-0.00254717
110904886429,-0.00226311
110912886379,-0.00221934
110920887892,-0.00238884
110928889091,-0.00263192
110936889770,-0.00279211
110944891231,-0.00218954
110960896547,-0.00224356
110968897747,-0.00244752
110976896290,-0.002685
110984898428,-0.00217091
110992897753,-0.00278465
111000898327,-0.00228826
111008899736,-0.00280235
111016899633,-0.00182632
111024901250,-0.00322051
111032900418,-0.00219699
111040904118,-0.00332668
111048925995,-0.0019474
111056915059,-0.00315346
111064910322,-0.00187661
111072909022,-0.00325032
111080911003,-0.00201724
111088913453,-0.00361074
111096911632,-0.00195298
111104911633,-0.00304636
111112912000,-0.00179559
111120925439,-0.00332296
111128919243,-0.00203215
111136917370,-0.00346452
111144919091,-0.00195578
111152956072,-0.00346452
111160939563,-0.00195857
111168928472,-0.00334531
111176926599,-0.00191573
111184923840,-0.00327546
111192924727,-0.00205822
111200926240,-0.00320934
111208924523,-0.00200234
111216931921,-0.00339095
111224928641,-0.00216253
111232927289,-0.00315253
111248934012,-0.00190642
111256931514,-0.00326801
111264931203,-0.00220817
111272931361,-0.00305474
111280932926,-0.00216626
111288933865,-0.00317115
111296935377,-0.00219233
111304936004,-0.00301376
111312935433,-0.0024559
111320936633,-0.00280142
111328938145,-0.00224076
111336940074,-0.00290293
111344940962,-0.00251085
111352940026,-0.00274554
111360942788,-0.00215787
111369526168,-0.00275392
111376969875,-0.00230689
111384946179,-0.00271946
111392947952,-0.00228547
111400952381,-0.00294019
111408950091,-0.00269245
111416950093,-0.00287127
111424950043,-0.00234041
111432950149,-0.00289083
111440952807,-0.00244658
111448952289,-0.00276603
111456953072,-0.00249781
111464957449,-0.00282191
111472955159,-0.00209734
111480956880,-0.00272784
111488957246,-0.00222865
111496961154,-0.00292156
111504960114,-0.00232551
111512958502,-0.00238698
111520960587,-0.00223611
111528961370,-0.00276789
111536962101,-0.00260863
111544967259,-0.00248104
111560984763,-0.00243355
111568976848,-0.00275113
111576972319,-0.0022538
111584971904,-0.0025956
111592972427,-0.00262912
111600974148,-0.00294019
111608973004,-0.00249222
111616972849,-0.00248104
111624981705,-0.00274926
111632978687,-0.00191387
111640978584,-0.00291411
111648979107,-0.00229944
111656978224,-0.00326056
111664986715,-0.00206195
111672979790,-0.00290107
111680980729,-0.0019446
111688981669,-0.0032261
111696983598,-0.00220258
111704982870,-0.00346638
111712983341,-0.0021141
111720990322,-0.00316091
111728988553,-0.00187103
111736987357,-0.00344217
111744989911,-0.0020517
111752988767,-0.00356045
111760990071,-0.00212621
111768991115,-0.00344962
111776991586,-0.00190642
111784992473,-0.00323541
111792993204,-0.00197347
111800994768,-0.00341237
111808996333,-0.00199862
111816996387,-0.00328943
111824997535,-0.00198837
111832997120,-0.00338722
111841000768,-0.00215136
111849001030,-0.00326894
111857017594,-0.00227243
111865005877,-0.00299793
111881006923,-0.00212062
111889006925,-0.00313856
111897009739,-0.00229478
111905007762,-0.00287965
111913007764,-0.00215601
111921009068,-0.00306871
111929009591,-0.00226218
111937010999,-0.00287965
111945012667,-0.0023488
111953012617,-0.00266824
111961015067,-0.00252761
111969017517,-0.0029346
111977017727,-0.00258535
111985017364,-0.0029495
111993017106,-0.00238325
112001019816,-0.00278465
112009018568,-0.00228547
112017020445,-0.00281259
112025022218,-0.00254717
112033021543,-0.00292901
112041024305,-0.00252109
112049023994,-0.0026999
112057048006,-0.00243261
112065036915,-0.00298396
112073029469,-0.00235438
112081034054,-0.00274926
112089032858,-0.00245869
112097034110,-0.00276603
112105033383,-0.00232458
112113032291,-0.00264961
112121043438,-0.00240002
112129038492,-0.00273157
112140592564,-0.00236649
112145072975,-0.00290666
112153049019,-0.00256114
112161048083,-0.00274554
112177044389,-0.002441
112185045537,-0.00273809
112193044758,-0.00226218
112201045489,-0.0027027
112209046480,-0.00266545
112217052732,-0.00251643
112225047943,-0.00266172
112233047163,-0.00219326
112241050498,-0.0022836
112249054354,-0.00243634
112257052117,-0.00313949
112265052015,-0.00241399
112273051392,-0.00265427
112281052279,-0.00219885
112289053166,-0.00297185
112297063272,-0.00219699
112305057597,-0.00312738
112313054734,-0.00230037
112321057497,-0.00298768
112329058228,-0.00191573
112337059688,-0.00289921
112345061409,-0.00229198
112353059952,-0.00320934
112361062090,-0.00210106
112369062873,-0.00285078
112377071572,-0.00201538
112385070012,-0.0033481
112393067826,-0.00194181
112409066372,-0.00327267
112417070384,-0.00210013
112425069969,-0.00357348
112433069242,-0.00219978
112441079609,-0.00319071
112449076225,-0.00197068
112457074873,-0.00338349
112465079719,-0.0019297
112473076387,-0.00361446
112481078577,-0.00200793
112489078058,-0.00338163
112497080507,-0.0019744
112505080145,-0.00345986
112513079730,-0.00207871
112521081919,-0.00349712
112529082651,-0.00210386
112537083173,-0.00331365
112545087238,-0.00196602
112553085469,-0.00344124
112561109637,-0.00214297
112569098285,-0.00332948
112577092089,-0.00206195
112585091153,-0.00339281
112593092249,-0.00200327
112601090845,-0.00335369
112609091784,-0.00229664
112617092203,-0.0032261
112625100955,-0.00221189
112633098196,-0.00319071
112641098042,-0.00221934
112649100492,-0.00322796
112657098567,-0.00233203
112665107318,-0.00312086
112673101487,-0.00247639
112681100968,-0.00290666
112697104305,-0.00219233
112705105088,-0.00297837
112713102851,-0.00245403
112721108790,-0.00280887
112729108532,-0.00235531
112737109419,-0.00290107
112745111140,-0.0023758
112753108537,-0.00275299
112761110779,-0.00224356
112769112135,-0.00251085
112777112241,-0.00245031
112785113962,-0.00308547
112793118807,-0.00231434
112801114955,-0.0029644
112809116103,-0.00248849
112817116730,-0.00281446
112825117930,-0.00246894
112833117879,-0.00285264
112841118819,-0.00233296
112849121217,-0.00288058
112857121375,-0.00255927
112865122731,-0.00274926
112873126378,-0.00243168
112881129401,-0.0030417
112889125393,-0.00238139
112897128572,-0.00250526
112905133522,-0.00252947
112913129930,-0.00296906
112921129775,-0.00244379
112929130923,-0.00278372
112937131081,-0.00236649
112945133167,-0.00243541
112953133273,-0.00257418
112961135462,-0.00268873
112969140881,-0.00275113
112985136301,-0.00283495
112993139793,-0.00236928
113001140107,-0.00225473
113009140421,-0.00279583
113017141205,-0.00277255
113025142144,-0.0027474
113033141417,-0.00249408
113041144023,-0.00291783
113049146056,-0.00193715
113057146058,-0.00292063
113065168612,-0.00239536
113073153718,-0.00335276
113081152157,-0.00198931
113089152472,-0.00342261
113097155286,-0.0021439
113105153517,-0.00321586
113113151436,-0.00204891
113121154719,-0.00345707
113129166023,-0.00211317
113137158681,-0.00311714
113145159308,-0.00190083
113154370961,-0.00335276
113161191551,-0.00183657
113169174626,-0.00341889
113177167597,-0.00184961
113185163640,-0.00334159
113193165257,-0.00195112
113201164582,-0.00310037
113209165157,-0.00175089
113217171096,-0.00339467
113225168598,-0.00187382
113233167558,-0.00311621
113241168758,-0.00211131
113249177770,-0.0032559
113257173553,-0.00213925
113265172358,-0.00318326
113273172047,-0.00225846
113281174445,-0.00293553
113297176948,-0.00209175
113305178044,-0.002997
113313176796,-0.00219699
113321177892,-0.00283495
113329178727,-0.00247918
113337179614,-0.00280142
113345180397,-0.00223611
113353180920,-0.00278093
113361183735,-0.00251457
113369183424,-0.00287965
113377218269,-0.00227708
113385197126,-0.0026552
113393193065,-0.00248477
113401191192,-0.0028247
113409189892,-0.00239629
113417190310,-0.00243261
113425192604,-0.00253692
113433190731,-0.00279956
113441194535,-0.00231899
113449193651,-0.00275113
113457193966,-0.00221096
113465198134,-0.00257418
113473197563,-0.00214763
113481198503,-0.00278372
113489199911,-0.0021765
113497202517,-0.00302866
113505200748,-0.00235531
113513200125,-0.00252388
113521201689,-0.00212248
113529203306,-0.0028424
113537202579,-0.00219978
113545208153,-0.00246614
113553207843,-0.00251364
113561208470,-0.00268407
113569233263,-0.00230968
113577218890,-0.00254344
113585212382,-0.0029318
113593210353,-0.00244472
113609213117,-0.00253692
113617214212,-0.00229571
113625220829,-0.00264589
113633217758,-0.00238046
113641219635,-0.00256207
113649220418,-0.0020843
113657218597,-0.00272505
113665228651,-0.00175927
113673220580,-0.00328012
113681221936,-0.00239816
113689222667,-0.0033183
113697223815,-0.00188034
113705226421,-0.00314135
113713223975,-0.00184029
113721230852,-0.00320375
113729229760,-0.00178441
113737227731,-0.00330061
113745232732,-0.00181422
113753229609,-0.00335369
113761231486,-0.00170898
113769232426,-0.00325684
113777233105,-0.0018673
113785234409,-0.00335928
113793233421,-0.00197534
113801238006,-0.00337139
113809238321,-0.00202097
113817238635,-0.00318978
113825238793,-0.0018971
113833238691,-0.00348687
113841240724,-0.00195578
113849242289,-0.0031786
113857242655,-0.00201352
113865243126,-0.00323448
113873247867,-0.00196043
113881248546,-0.00312831
113889246309,-0.00215229
113905246729,-0.00328757
113913247616,-0.00209361
113921249962,-0.00305381
113929251006,-0.00225939
113937252310,-0.00322238
113945253145,-0.00229105
113953252366,-0.00310969
113961255336,-0.00243261
113969261119,-0.00295322
113977259298,-0.00219233
113985259769,-0.0028722
113993259198,-0.00238884
114001262012,-0.00291597
114009262275,-0.00234321
114017262016,-0.00282843
114025262799,-0.00222214
114033262385,-0.00257604
114041264366,-0.00242237
114049266399,-0.00284892
114057267338,-0.00237394
114065267444,-0.00267569
114073286404,-0.00240374
114081279167,-0.002685
114089275315,-0.00242982
114097275837,-0.00278465
114105274225,-0.00239909
114113272925,-0.002902
114121275010,-0.00232644
114129284907,-0.00273529
114137281993,-0.00217743
114145321057,-0.00274274
114153292153,-0.00233296
114161291998,-0.00294298
