Nanoseconds,Millivolts
594735406,703.14874
628891466,697.0818
663388254,697.0818
697502803,699.20526
731517301,699.20526
765604924,697.68854
799525984,697.68854
833213556,700.11523
866933732,700.11523
900634794,699.81195
934309970,699.81195
968486551,698.2952
1002103133,698.2952
1035525290,700.11523
1069248851,700.11523
1104084961,698.5986
1138160448,698.5986
1172222185,698.5986
1205695956,698.5986
1239749464,702.2387
1273902867,702.2387
1308072781,699.81195
1342161966,699.81195
1376403859,696.77856
1410268409,696.77856
1444099575,700.722
1477687564,700.722
1511321803,697.0818
1544709220,697.0818
1578419969,700.11523
1613168318,700.11523
1647128597,701.02527
1681291740,701.02527
1714689417,700.11523
1748583135,700.11523
1782243415,700.11523
1816375673,700.11523
1850455535,698.5986
1884494824,698.5986
1918046980,700.11523
1951586688,700.11523
1985403687,697.9918
2018930062,697.9918
2053028830,699.20526
2086795829,699.20526
2120204652,698.2952
2153765975,698.2952
2187552400,701.02527
2220840755,701.02527
2254513744,701.02527
2288430326,701.02527
2322285449,700.4186
2355608648,700.4186
2389132470,701.9353
2422682855,701.9353
2456150845,698.2952
2490159145,698.2952
2523971404,701.3286
2557899288,701.3286
2591232747,698.9019
2625085995,698.9019
2659088774,701.63196
2693047178,701.63196
2726838188,701.63196
2760532791,701.63196
2793909635,697.9918
2827472676,697.9918
2861015249,697.0818
2894571415,697.0818
2928409247,701.02527
2962205256,701.02527
2995992828,697.68854
3029813368,697.68854
3063669117,697.9918
3097265439,697.9918
3130614523,698.5986
3164444021,698.5986
3198653362,698.9019
3232669162,698.9019
3266894440,696.1718
3300831751,693.13837
3335380569,693.13837
3369382255,696.77856
3403827220,696.77856
3438224633,698.5986
3471856267,698.5986
3506101285,697.3852
3539848336,697.3852
3574077989,699.20526
3607823426,699.20526
3641687612,697.3852
3675529193,697.3852
3709161974,701.02527
3743063087,701.02527
3776664461,697.9918
3810374117,697.9918
3844071689,696.47516
3877472543,696.47516
3911538760,700.11523
3945232373,700.11523
3979042861,694.6551
4012869235,694.6551
4046707484,698.5986
4080513909,698.5986
4114202783,698.5986
4148035042,698.5986
4181691521,697.3852
4215603884,697.3852
4249452601,698.5986
4283301162,698.5986
4317171441,697.9918
4350774326,697.9918
4384716324,694.3518
4418796187,694.3518
4452436155,694.6551
4486376851,694.6551
4520314474,695.86847
4554011473,695.86847
4587829097,699.81195
4622367394,699.81195
4656749078,697.3852
4690306963,697.3852
4723921723,699.20526
4757698722,699.20526
4791751188,697.0818
4825181313,697.0818
4858702792,696.47516
4892336354,696.47516
4926242311,700.11523
4960041601,700.11523
4993852246,698.9019
5027164298,698.9019
5061009318,697.9918
5094627932,697.9918
5128896543,699.20526
5162630000,699.20526
5196571894,699.20526
5230694256,699.20526
5264822191,698.2952
5298951064,698.2952
5333066863,698.5986
5367218860,698.5986
5401376951,696.47516
5434888899,696.47516
5468812668,695.5651
5502952947,695.5651
5536725102,698.9019
5570560225,698.9019
