Nanoseconds,Millivolts
2066475703,999.375
2069081161,999.0
2071996930,999.375
2074635253,999.375
2077255034,999.1875
2079890857,998.625
2082963396,999.9375
2085385574,999.75
2088115146,999.375
2090863260,999.0
2093226272,999.0
2095602616,999.375
2097960732,999.375
2100319993,998.4375
2102674775,999.9375
2105082942,998.8125
2107421787,998.25
2110005631,999.0
2112379475,999.75
2114761132,999.1875
2117119508,998.4375
2119850956,999.1875
2122275737,998.625
2125310725,998.4375
2127664778,999.375
2130024925,999.1875
2132386790,999.75
2134763499,999.75
2137112448,998.625
2139448376,998.8125
2141788419,1000.125
2144164243,999.5625
2146529546,999.5625
2148912869,999.375
2151280464,998.25
2154306702,999.5625
2157028670,998.25
2159388400,999.5625
2161747817,999.9375
2164145151,1000.5
2166493058,999.75
2168846539,999.9375
2171202154,999.9375
2173565478,998.4375
2175944322,999.75
2178298792,999.75
2180654616,999.0
2183012887,998.8125
2185445846,999.375
2188183127,999.0
2190909366,1000.6875
2193269565,999.5625
2195669190,998.625
2198039702,996.5625
2200387557,999.5625
2202744839,999.0
2205117642,999.1875
2207469351,999.9375
2209827727,998.25
2212187978,999.375
2214559270,999.1875
2216914469,999.5625
2219703208,999.9375
2222435853,998.625
2225187456,999.0
2227546874,999.1875
2229918219,1000.875
2232271855,998.25
2234638043,998.625
2236996159,999.375
2239356566,999.1875
2241714577,999.375
2244122224,1000.3125
2246435496,999.75
2248794809,1000.6875
2251146779,999.5625
2253605675,1000.3125
2256358268,999.375
2259087215,999.375
2261463560,999.1875
2263815738,998.4375
2266191353,998.8125
2268550302,999.5625
2270908678,999.9375
2273263252,1000.125
2275636159,999.0
2277989795,999.1875
2280350358,999.0
2282707536,999.9375
2285090027,999.0
2287468663,1000.125
2290202662,999.75
2292946922,1000.5
2295358839,999.5625
2297712111,998.0625
2300073924,998.625
2302432352,999.5625
2304816093,999.9375
2307165614,999.0
2309522532,1000.6875
2311879814,1000.875
2314248763,1000.3125
2316605316,998.25
2318962442,1001.0625
2321384567,999.5625
2324149660,1000.125
2327137877,999.0
2329501253,999.0
2331856973,1000.5
2334229359,999.5625
2336586381,999.9375
2338948403,999.375
2341302872,1000.125
2343657394,999.75
2346033374,999.9375
2348380969,999.9375
2350730907,1000.875
2353107564,999.9375
2355891459,999.5625
2358624365,999.0
2361018261,999.75
2363377627,1000.875
2365785534,999.75
2368143701,999.1875
2370504160,1000.125
2372861703,999.1875
2375229714,999.5625
2377582725,1000.5
2379941570,998.4375
2382296144,999.0
2384684103,1000.3125
2387025604,998.4375
2390018404,999.5625
2392743185,999.75
2395321508,999.9375
2397686290,1000.6875
2400062374,997.5
2402419604,999.75
2404796730,999.1875
2407153700,999.1875
2409510513,999.75
2411865451,999.375
2414237577,999.75
2416608713,999.5625
2418949173,999.5625
2421316663,1000.125
2424124933,999.0
2426822266,998.625
2429515849,999.0
2432105474,998.4375
2434681505,998.8125
2437258526,999.375
2439828567,1000.3125
2442393453,999.1875
2444976047,999.9375
2447543328,999.5625
2450117172,999.0
2452686380,999.1875
2455302984,998.625
2458029223,998.0625
2461038065,999.375
2463658888,999.375
2466260075,999.5625
2468825898,999.9375
2471393544,999.1875
2474009783,1000.125
2476544252,999.5625
2479112367,999.75
2481690117,999.0
2484262763,999.375
2486828429,999.5625
2489438210,999.5625
2492432052,999.75
2495680737,999.375
2498258591,999.375
2500868581,999.375
2503459716,1000.5
2506098820,999.0
2508786153,997.6875
2511385101,999.75
2514015142,998.8125
2516559715,999.9375
2519119444,1000.3125
2521695684,998.0625
2524954108,1001.25
2527912013,1000.5
2530485388,998.8125
2533052878,998.8125
2535693075,1000.3125
2538279732,999.9375
2540850450,1000.125
2543419763,998.625
2546061992,998.8125
2548652606,999.0
2551240929,1000.125
2553799408,999.5625
2556394815,999.75
2559100429,999.375
2562107396,999.75
2564731864,999.5625
2567300864,999.5625
2569867208,999.75
2572456572,999.0
2575064531,999.1875
2577629885,998.4375
2580188989,1000.6875
2582747260,999.9375
2585340739,999.0
2587924739,999.9375
2590507437,999.1875
2593500966,999.375
2596804964,999.1875
2599364224,999.9375
2601932287,999.375
2604529255,999.375
2607130859,999.0
2609701786,998.8125
2612274849,998.25
2614864682,999.375
2617439151,999.75
2620013151,999.375
2622582828,998.625
2625547972,999.1875
2628506867,998.8125
